shipping date (DateOrders),YEAR,Month,Day
3/11/2017 3:21:00 PM,2017,3,11
4/11/2015 7:23:00 AM,2015,4,11
7/11/2015 11:28:00 AM,2015,7,11
11/11/2017 11:56:00 PM,2017,11,11
7/12/2016 7:58:00 PM,2016,7,12
3/13/2017 8:41:00 AM,2017,3,13
3/13/2017 10:53:00 PM,2017,3,13
5/13/2016 5:47:00 AM,2016,5,13
1/14/2015 10:29:00 AM,2015,1,14
1/14/2015 3:45:00 PM,2015,1,14
3/14/2016 7:27:00 AM,2016,3,14
1/15/2015 4:16:00 PM,2015,1,15
4/15/2016 11:41:00 AM,2016,4,15
8/16/2015 5:54:00 PM,2015,8,16
12/16/2015 6:47:00 PM,2015,12,16
4/20/2016 9:19:00 AM,2016,4,20
5/20/2015 6:43:00 PM,2015,5,20
12/20/2017 11:32:00 PM,2017,12,20
8/21/2015 1:20:00 PM,2015,8,21
8/21/2017 12:40:00 PM,2017,8,21
12/21/2017 9:52:00 AM,2017,12,21
9/22/2017 2:12:00 PM,2017,9,22
11/22/2016 6:28:00 PM,2016,11,22
3/23/2015 1:27:00 PM,2015,3,23
3/23/2017 9:22:00 AM,2017,3,23
9/23/2016 8:40:00 PM,2016,9,23
12/23/2017 11:32:00 PM,2017,12,23
1/24/2017 10:25:00 PM,2017,1,24
7/24/2016 7:57:00 PM,2016,7,24
8/24/2015 12:11:00 AM,2015,8,24
4/25/2017 10:33:00 AM,2017,4,25
9/25/2017 1:45:00 AM,2017,9,25
2/26/2017 9:56:00 AM,2017,2,26
7/26/2016 9:27:00 PM,2016,7,26
9/26/2016 1:44:00 AM,2016,9,26
1/27/2016 7:15:00 PM,2016,1,27
2/28/2017 10:53:00 PM,2017,2,28
12/29/2017 2:30:00 AM,2017,12,29
3/30/2016 6:06:00 AM,2016,3,30
5/30/2016 1:07:00 PM,2016,5,30
1/31/2018 7:21:00 AM,2018,1,31
5/31/2015 1:43:00 AM,2015,5,31
10/31/2015 1:51:00 AM,2015,10,31
5/1/2015 10:31:00 AM,2015,5,1
4/2/2015 10:07:00 PM,2015,4,2
8/2/2016 12:25:00 AM,2016,8,2
1/3/2018 10:07:00 PM,2018,1,3
6/3/2016 6:32:00 PM,2016,6,3
9/3/2017 12:49:00 PM,2017,9,3
7/4/2016 10:47:00 AM,2016,7,4
12/5/2017 2:11:00 AM,2017,12,5
7/6/2017 11:46:00 PM,2017,7,6
1/7/2018 7:55:00 PM,2018,1,7
5/7/2015 6:07:00 AM,2015,5,7
7/7/2015 10:52:00 PM,2015,7,7
11/7/2017 4:40:00 AM,2017,11,7
12/7/2017 3:14:00 AM,2017,12,7
7/9/2017 2:39:00 PM,2017,7,9
2/12/2015 7:02:00 PM,2015,2,12
1/13/2015 1:44:00 AM,2015,1,13
8/13/2015 12:23:00 AM,2015,8,13
10/13/2017 9:21:00 PM,2017,10,13
5/14/2015 8:40:00 PM,2015,5,14
2/15/2017 6:11:00 PM,2017,2,15
4/15/2016 5:18:00 AM,2016,4,15
6/15/2016 3:43:00 PM,2016,6,15
6/16/2017 7:56:00 PM,2017,6,16
7/16/2016 3:46:00 AM,2016,7,16
3/17/2016 12:52:00 PM,2016,3,17
4/17/2017 6:27:00 PM,2017,4,17
10/17/2015 11:51:00 AM,2015,10,17
1/18/2016 2:32:00 PM,2016,1,18
2/19/2015 6:41:00 PM,2015,2,19
1/20/2015 3:55:00 PM,2015,1,20
11/21/2015 8:55:00 PM,2015,11,21
2/22/2017 11:20:00 AM,2017,2,22
3/22/2015 12:09:00 PM,2015,3,22
8/22/2016 4:51:00 PM,2016,8,22
12/22/2015 6:09:00 AM,2015,12,22
1/23/2017 4:38:00 PM,2017,1,23
7/23/2015 10:03:00 AM,2015,7,23
9/23/2017 7:43:00 AM,2017,9,23
2/24/2017 5:28:00 PM,2017,2,24
4/25/2015 12:22:00 AM,2015,4,25
2/26/2017 4:20:00 AM,2017,2,26
4/26/2017 9:19:00 AM,2017,4,26
1/27/2018 7:06:00 PM,2018,1,27
4/27/2015 7:27:00 PM,2015,4,27
5/27/2016 11:38:00 PM,2016,5,27
9/27/2017 6:34:00 PM,2017,9,27
1/28/2018 11:02:00 AM,2018,1,28
6/28/2017 9:14:00 AM,2017,6,28
8/28/2016 7:23:00 AM,2016,8,28
12/28/2017 12:03:00 AM,2017,12,28
10/29/2017 3:33:00 PM,2017,10,29
7/31/2016 10:19:00 AM,2016,7,31
6/1/2015 9:04:00 AM,2015,6,1
7/1/2015 5:05:00 PM,2015,7,1
12/1/2017 10:09:00 PM,2017,12,1
3/2/2017 5:38:00 PM,2017,3,2
4/2/2017 2:00:00 AM,2017,4,2
11/2/2016 6:51:00 PM,2016,11,2
11/3/2016 4:08:00 AM,2016,11,3
8/4/2016 1:49:00 AM,2016,8,4
11/4/2017 7:02:00 PM,2017,11,4
8/5/2016 7:46:00 AM,2016,8,5
9/5/2017 7:18:00 PM,2017,9,5
3/6/2015 12:37:00 AM,2015,3,6
10/6/2016 12:09:00 AM,2016,10,6
11/6/2016 12:53:00 PM,2016,11,6
4/7/2017 9:58:00 PM,2017,4,7
6/8/2016 1:33:00 AM,2016,6,8
1/9/2016 1:45:00 AM,2016,1,9
2/9/2016 10:49:00 AM,2016,2,9
5/9/2015 7:53:00 AM,2015,5,9
10/9/2015 7:24:00 PM,2015,10,9
10/9/2016 2:30:00 AM,2016,10,9
12/9/2016 1:27:00 PM,2016,12,9
2/10/2015 10:53:00 AM,2015,2,10
9/10/2016 12:32:00 AM,2016,9,10
9/10/2017 4:08:00 PM,2017,9,10
2/11/2015 6:15:00 AM,2015,2,11
4/11/2015 2:03:00 AM,2015,4,11
3/12/2017 5:27:00 PM,2017,3,12
1/14/2018 2:07:00 AM,2018,1,14
12/14/2017 1:18:00 AM,2017,12,14
7/15/2015 9:22:00 AM,2015,7,15
8/15/2015 11:46:00 AM,2015,8,15
10/16/2015 9:50:00 PM,2015,10,16
10/16/2016 6:42:00 PM,2016,10,16
5/17/2015 10:56:00 PM,2015,5,17
8/17/2015 5:17:00 AM,2015,8,17
8/17/2017 7:20:00 PM,2017,8,17
9/17/2015 11:43:00 AM,2015,9,17
1/18/2015 7:46:00 PM,2015,1,18
3/18/2017 7:59:00 AM,2017,3,18
8/18/2016 8:59:00 AM,2016,8,18
7/19/2015 5:14:00 PM,2015,7,19
1/20/2016 5:04:00 AM,2016,1,20
5/20/2015 5:09:00 PM,2015,5,20
6/20/2015 5:32:00 AM,2015,6,20
7/21/2017 4:12:00 PM,2017,7,21
8/21/2015 11:30:00 PM,2015,8,21
12/21/2016 1:00:00 PM,2016,12,21
12/21/2017 5:40:00 AM,2017,12,21
6/22/2016 11:04:00 PM,2016,6,22
3/23/2017 7:53:00 PM,2017,3,23
4/23/2016 2:24:00 PM,2016,4,23
6/23/2015 8:20:00 AM,2015,6,23
8/24/2016 9:14:00 PM,2016,8,24
10/24/2015 1:20:00 AM,2015,10,24
10/24/2016 6:05:00 AM,2016,10,24
12/24/2016 11:52:00 PM,2016,12,24
2/25/2017 7:50:00 AM,2017,2,25
3/25/2016 1:54:00 PM,2016,3,25
10/27/2016 5:12:00 AM,2016,10,27
7/29/2015 8:54:00 PM,2015,7,29
8/30/2015 5:37:00 AM,2015,8,30
5/31/2016 7:04:00 AM,2016,5,31
5/31/2017 5:04:00 AM,2017,5,31
2/1/2018 7:53:00 AM,2018,2,1
3/1/2016 6:09:00 PM,2016,3,1
5/1/2015 11:18:00 PM,2015,5,1
7/1/2015 3:47:00 AM,2015,7,1
1/3/2015 3:51:00 PM,2015,1,3
3/3/2016 10:05:00 AM,2016,3,3
7/3/2015 10:36:00 AM,2015,7,3
8/3/2016 4:27:00 AM,2016,8,3
9/3/2015 11:02:00 PM,2015,9,3
11/3/2017 3:22:00 AM,2017,11,3
4/4/2017 6:12:00 PM,2017,4,4
5/4/2016 6:35:00 PM,2016,5,4
5/4/2017 6:30:00 PM,2017,5,4
10/4/2017 6:13:00 PM,2017,10,4
11/4/2016 1:36:00 PM,2016,11,4
7/5/2015 6:13:00 AM,2015,7,5
10/5/2017 3:45:00 PM,2017,10,5
11/5/2016 1:36:00 PM,2016,11,5
11/6/2015 8:09:00 AM,2015,11,6
9/9/2015 12:47:00 PM,2015,9,9
5/10/2016 12:53:00 AM,2016,5,10
7/10/2015 8:29:00 PM,2015,7,10
10/11/2016 10:49:00 AM,2016,10,11
1/12/2016 7:11:00 AM,2016,1,12
4/12/2017 10:40:00 PM,2017,4,12
9/12/2017 6:04:00 PM,2017,9,12
11/12/2016 3:20:00 PM,2016,11,12
2/13/2017 8:17:00 PM,2017,2,13
8/13/2017 1:49:00 AM,2017,8,13
8/14/2017 4:21:00 PM,2017,8,14
3/15/2017 1:25:00 PM,2017,3,15
7/15/2017 11:34:00 PM,2017,7,15
3/16/2016 10:30:00 PM,2016,3,16
4/16/2017 4:05:00 AM,2017,4,16
6/16/2016 5:34:00 AM,2016,6,16
8/16/2016 6:11:00 AM,2016,8,16
4/17/2016 3:27:00 PM,2016,4,17
9/17/2017 9:23:00 PM,2017,9,17
9/18/2015 10:25:00 PM,2015,9,18
5/19/2017 8:57:00 AM,2017,5,19
9/19/2016 4:59:00 PM,2016,9,19
10/19/2017 8:23:00 AM,2017,10,19
1/20/2015 8:12:00 AM,2015,1,20
5/20/2017 2:48:00 AM,2017,5,20
8/20/2016 6:52:00 AM,2016,8,20
1/22/2016 1:02:00 AM,2016,1,22
12/22/2016 1:42:00 PM,2016,12,22
8/23/2017 6:58:00 PM,2017,8,23
2/24/2017 7:18:00 AM,2017,2,24
6/24/2016 4:51:00 AM,2016,6,24
10/24/2015 3:16:00 AM,2015,10,24
10/24/2015 10:11:00 PM,2015,10,24
4/25/2017 9:25:00 PM,2017,4,25
8/25/2015 5:58:00 PM,2015,8,25
10/25/2015 1:51:00 AM,2015,10,25
11/25/2017 3:41:00 PM,2017,11,25
1/26/2015 3:02:00 PM,2015,1,26
3/26/2015 3:49:00 AM,2015,3,26
5/26/2015 12:51:00 AM,2015,5,26
7/26/2017 9:33:00 AM,2017,7,26
8/26/2017 5:23:00 PM,2017,8,26
11/26/2016 12:36:00 AM,2016,11,26
1/27/2016 9:16:00 AM,2016,1,27
6/27/2017 3:06:00 AM,2017,6,27
4/28/2017 5:23:00 PM,2017,4,28
9/28/2015 12:35:00 PM,2015,9,28
8/31/2017 7:29:00 PM,2017,8,31
12/31/2016 4:45:00 AM,2016,12,31
1/1/2016 8:41:00 PM,2016,1,1
5/1/2015 3:20:00 AM,2015,5,1
2/2/2015 1:00:00 AM,2015,2,2
5/2/2015 1:08:00 PM,2015,5,2
1/3/2018 11:46:00 AM,2018,1,3
2/3/2016 7:40:00 AM,2016,2,3
1/4/2018 6:52:00 AM,2018,1,4
3/4/2016 9:18:00 PM,2016,3,4
6/4/2017 5:25:00 AM,2017,6,4
8/4/2015 8:17:00 AM,2015,8,4
9/4/2017 2:29:00 AM,2017,9,4
9/4/2017 2:34:00 PM,2017,9,4
11/4/2016 7:54:00 PM,2016,11,4
5/5/2015 12:42:00 AM,2015,5,5
9/5/2016 3:05:00 PM,2016,9,5
10/5/2015 7:29:00 AM,2015,10,5
12/5/2017 1:55:00 PM,2017,12,5
4/6/2016 4:10:00 PM,2016,4,6
12/6/2016 9:15:00 PM,2016,12,6
1/7/2015 2:21:00 PM,2015,1,7
10/7/2016 5:50:00 PM,2016,10,7
2/9/2015 10:53:00 PM,2015,2,9
8/10/2015 1:00:00 PM,2015,8,10
12/10/2017 3:19:00 PM,2017,12,10
1/11/2015 7:47:00 PM,2015,1,11
7/11/2015 8:03:00 PM,2015,7,11
12/11/2015 12:34:00 AM,2015,12,11
12/11/2017 5:25:00 PM,2017,12,11
10/12/2017 7:25:00 PM,2017,10,12
12/12/2017 11:27:00 PM,2017,12,12
1/13/2018 4:45:00 AM,2018,1,13
2/13/2015 3:16:00 AM,2015,2,13
9/13/2016 10:26:00 PM,2016,9,13
12/13/2016 11:58:00 AM,2016,12,13
1/14/2017 4:55:00 AM,2017,1,14
9/14/2017 6:14:00 PM,2017,9,14
10/14/2017 6:06:00 AM,2017,10,14
5/15/2017 10:42:00 AM,2017,5,15
11/15/2016 10:26:00 AM,2016,11,15
12/15/2017 8:49:00 AM,2017,12,15
11/16/2015 2:53:00 AM,2015,11,16
8/17/2017 9:05:00 PM,2017,8,17
2/18/2015 6:40:00 PM,2015,2,18
4/18/2015 9:08:00 AM,2015,4,18
8/18/2017 11:32:00 PM,2017,8,18
9/19/2015 10:56:00 PM,2015,9,19
10/20/2016 5:44:00 AM,2016,10,20
5/21/2016 10:09:00 AM,2016,5,21
10/21/2015 12:07:00 AM,2015,10,21
10/21/2017 2:36:00 AM,2017,10,21
2/22/2016 6:09:00 PM,2016,2,22
8/22/2016 1:47:00 PM,2016,8,22
9/22/2015 5:40:00 PM,2015,9,22
2/23/2016 1:52:00 AM,2016,2,23
6/23/2015 5:16:00 PM,2015,6,23
9/24/2015 8:44:00 AM,2015,9,24
9/24/2016 7:42:00 AM,2016,9,24
5/25/2017 3:09:00 AM,2017,5,25
12/25/2017 10:39:00 PM,2017,12,25
1/26/2016 11:53:00 AM,2016,1,26
7/26/2016 11:43:00 PM,2016,7,26
9/26/2015 4:16:00 PM,2015,9,26
6/27/2017 8:11:00 AM,2017,6,27
8/27/2017 10:44:00 AM,2017,8,27
9/27/2016 7:26:00 PM,2016,9,27
3/28/2015 4:47:00 AM,2015,3,28
10/28/2017 11:36:00 PM,2017,10,28
12/28/2017 6:48:00 PM,2017,12,28
1/29/2016 5:50:00 PM,2016,1,29
3/29/2015 5:39:00 AM,2015,3,29
7/29/2015 11:27:00 AM,2015,7,29
11/29/2015 11:06:00 AM,2015,11,29
1/30/2017 1:39:00 PM,2017,1,30
3/30/2015 6:21:00 AM,2015,3,30
11/30/2015 7:09:00 PM,2015,11,30
1/31/2018 1:56:00 AM,2018,1,31
9/1/2015 5:16:00 AM,2015,9,1
2/2/2017 1:02:00 AM,2017,2,2
3/2/2015 11:49:00 PM,2015,3,2
1/3/2015 2:21:00 PM,2015,1,3
6/3/2017 4:48:00 PM,2017,6,3
11/3/2017 5:38:00 PM,2017,11,3
3/4/2015 7:58:00 AM,2015,3,4
4/4/2016 10:18:00 PM,2016,4,4
2/5/2016 8:33:00 AM,2016,2,5
5/5/2015 5:26:00 AM,2015,5,5
3/7/2017 4:03:00 PM,2017,3,7
7/8/2016 8:36:00 PM,2016,7,8
9/9/2016 12:00:00 AM,2016,9,9
10/9/2017 7:36:00 PM,2017,10,9
11/9/2015 6:23:00 AM,2015,11,9
12/9/2016 3:13:00 AM,2016,12,9
11/11/2016 12:48:00 AM,2016,11,11
12/11/2015 5:49:00 AM,2015,12,11
12/11/2015 9:14:00 PM,2015,12,11
12/11/2016 5:13:00 PM,2016,12,11
3/12/2015 8:13:00 PM,2015,3,12
7/12/2015 6:49:00 PM,2015,7,12
2/13/2016 4:09:00 AM,2016,2,13
7/13/2015 11:07:00 AM,2015,7,13
11/13/2015 7:16:00 AM,2015,11,13
1/14/2018 5:27:00 AM,2018,1,14
9/14/2016 11:23:00 AM,2016,9,14
1/15/2017 1:14:00 PM,2017,1,15
7/15/2015 9:37:00 PM,2015,7,15
8/15/2015 3:16:00 PM,2015,8,15
1/16/2016 12:05:00 PM,2016,1,16
2/16/2017 7:03:00 PM,2017,2,16
11/16/2016 5:26:00 PM,2016,11,16
12/16/2016 5:55:00 PM,2016,12,16
10/17/2015 10:01:00 PM,2015,10,17
10/17/2016 3:49:00 AM,2016,10,17
12/17/2016 3:12:00 AM,2016,12,17
6/18/2017 8:44:00 AM,2017,6,18
12/18/2017 3:13:00 AM,2017,12,18
6/19/2017 4:41:00 AM,2017,6,19
12/19/2017 11:21:00 PM,2017,12,19
6/20/2017 12:55:00 PM,2017,6,20
2/21/2016 1:05:00 PM,2016,2,21
4/21/2015 11:03:00 AM,2015,4,21
6/21/2015 6:09:00 PM,2015,6,21
1/22/2018 11:08:00 PM,2018,1,22
5/23/2017 10:52:00 AM,2017,5,23
10/23/2017 11:52:00 AM,2017,10,23
1/24/2017 3:25:00 PM,2017,1,24
8/24/2015 5:00:00 PM,2015,8,24
11/25/2017 4:44:00 AM,2017,11,25
5/27/2017 1:29:00 PM,2017,5,27
6/27/2015 10:37:00 AM,2015,6,27
12/27/2017 7:29:00 AM,2017,12,27
4/28/2016 1:15:00 AM,2016,4,28
7/28/2016 5:35:00 PM,2016,7,28
9/28/2015 7:14:00 PM,2015,9,28
9/28/2016 8:02:00 AM,2016,9,28
5/29/2016 12:04:00 PM,2016,5,29
5/29/2017 11:28:00 PM,2017,5,29
6/29/2015 10:21:00 PM,2015,6,29
8/29/2015 8:57:00 AM,2015,8,29
10/29/2017 2:09:00 PM,2017,10,29
5/30/2015 9:04:00 PM,2015,5,30
1/31/2018 2:16:00 AM,2018,1,31
7/31/2016 12:09:00 PM,2016,7,31
9/1/2015 5:26:00 AM,2015,9,1
2/2/2015 3:06:00 AM,2015,2,2
6/2/2017 5:52:00 PM,2017,6,2
12/2/2015 4:31:00 PM,2015,12,2
9/3/2017 6:04:00 PM,2017,9,3
12/3/2015 9:15:00 PM,2015,12,3
2/4/2018 2:32:00 PM,2018,2,4
4/4/2015 12:18:00 PM,2015,4,4
1/5/2018 7:24:00 AM,2018,1,5
4/6/2015 7:24:00 AM,2015,4,6
4/6/2017 9:32:00 AM,2017,4,6
6/6/2015 1:11:00 AM,2015,6,6
10/10/2015 11:04:00 PM,2015,10,10
4/11/2017 8:23:00 PM,2017,4,11
6/11/2015 2:29:00 PM,2015,6,11
6/11/2017 10:40:00 AM,2017,6,11
9/11/2015 4:59:00 PM,2015,9,11
9/11/2016 9:23:00 PM,2016,9,11
12/11/2015 12:13:00 AM,2015,12,11
7/12/2015 2:53:00 AM,2015,7,12
8/12/2016 7:45:00 AM,2016,8,12
10/12/2015 11:15:00 PM,2015,10,12
1/13/2016 3:09:00 AM,2016,1,13
1/13/2017 2:28:00 AM,2017,1,13
1/13/2018 2:55:00 PM,2018,1,13
1/14/2018 3:42:00 AM,2018,1,14
10/15/2017 1:38:00 PM,2017,10,15
3/16/2016 7:10:00 PM,2016,3,16
5/16/2017 1:14:00 AM,2017,5,16
5/17/2016 12:52:00 AM,2016,5,17
5/17/2016 11:28:00 PM,2016,5,17
11/17/2015 4:01:00 PM,2015,11,17
3/18/2015 7:04:00 AM,2015,3,18
6/18/2016 7:03:00 PM,2016,6,18
7/19/2016 12:36:00 AM,2016,7,19
8/19/2016 6:21:00 AM,2016,8,19
1/20/2017 2:48:00 AM,2017,1,20
8/20/2016 8:27:00 AM,2016,8,20
8/21/2017 9:46:00 PM,2017,8,21
1/23/2015 1:38:00 PM,2015,1,23
7/23/2017 6:13:00 AM,2017,7,23
8/23/2016 1:21:00 PM,2016,8,23
10/23/2016 3:48:00 AM,2016,10,23
1/24/2018 6:51:00 AM,2018,1,24
5/24/2016 4:27:00 PM,2016,5,24
7/24/2017 10:15:00 AM,2017,7,24
8/24/2015 9:55:00 PM,2015,8,24
8/24/2016 2:29:00 AM,2016,8,24
2/25/2016 12:22:00 PM,2016,2,25
3/26/2015 5:50:00 AM,2015,3,26
11/26/2016 5:30:00 AM,2016,11,26
4/27/2016 9:03:00 PM,2016,4,27
7/27/2017 9:54:00 AM,2017,7,27
7/28/2015 11:42:00 PM,2015,7,28
1/30/2016 3:55:00 PM,2016,1,30
6/30/2017 10:22:00 PM,2017,6,30
7/30/2017 10:25:00 AM,2017,7,30
3/1/2017 10:48:00 AM,2017,3,1
9/1/2017 1:11:00 PM,2017,9,1
11/1/2016 4:19:00 AM,2016,11,1
11/2/2017 4:09:00 PM,2017,11,2
4/3/2016 12:24:00 AM,2016,4,3
5/3/2015 7:53:00 AM,2015,5,3
6/3/2017 8:29:00 PM,2017,6,3
11/3/2017 9:14:00 AM,2017,11,3
2/4/2015 4:46:00 PM,2015,2,4
3/4/2016 9:28:00 PM,2016,3,4
4/4/2015 10:44:00 AM,2015,4,4
8/4/2017 6:02:00 AM,2017,8,4
8/4/2017 7:31:00 PM,2017,8,4
8/5/2015 10:28:00 PM,2015,8,5
1/6/2016 4:44:00 AM,2016,1,6
1/6/2018 4:14:00 AM,2018,1,6
5/6/2016 5:37:00 AM,2016,5,6
12/6/2017 4:06:00 AM,2017,12,6
7/7/2017 12:02:00 PM,2017,7,7
1/8/2018 12:38:00 PM,2018,1,8
5/8/2017 5:22:00 PM,2017,5,8
7/8/2015 11:18:00 AM,2015,7,8
4/9/2017 12:30:00 PM,2017,4,9
10/9/2015 7:08:00 AM,2015,10,9
1/10/2017 10:10:00 AM,2017,1,10
11/10/2016 7:17:00 AM,2016,11,10
1/11/2018 7:33:00 AM,2018,1,11
4/11/2017 7:04:00 AM,2017,4,11
5/11/2016 10:15:00 PM,2016,5,11
9/11/2017 9:55:00 PM,2017,9,11
10/11/2016 11:21:00 AM,2016,10,11
11/11/2016 5:05:00 PM,2016,11,11
5/12/2016 1:24:00 AM,2016,5,12
6/12/2015 7:13:00 AM,2015,6,12
9/12/2015 3:14:00 AM,2015,9,12
12/12/2015 1:21:00 PM,2015,12,12
3/13/2017 12:37:00 AM,2017,3,13
6/13/2015 9:19:00 PM,2015,6,13
6/13/2017 6:27:00 AM,2017,6,13
11/13/2015 11:02:00 PM,2015,11,13
5/14/2017 10:10:00 AM,2017,5,14
1/15/2015 8:18:00 PM,2015,1,15
9/16/2015 9:16:00 AM,2015,9,16
3/17/2015 3:03:00 AM,2015,3,17
7/17/2015 12:41:00 PM,2015,7,17
10/17/2016 5:55:00 AM,2016,10,17
10/17/2017 12:30:00 AM,2017,10,17
5/18/2017 10:42:00 AM,2017,5,18
10/18/2016 9:15:00 AM,2016,10,18
1/19/2015 4:52:00 AM,2015,1,19
8/19/2017 3:07:00 AM,2017,8,19
10/19/2016 11:47:00 PM,2016,10,19
12/19/2017 9:47:00 PM,2017,12,19
3/20/2016 4:11:00 PM,2016,3,20
9/20/2017 8:09:00 PM,2017,9,20
1/21/2017 11:55:00 AM,2017,1,21
5/21/2017 8:35:00 AM,2017,5,21
12/21/2016 1:21:00 PM,2016,12,21
5/22/2015 7:31:00 AM,2015,5,22
8/22/2017 4:47:00 AM,2017,8,22
3/23/2016 9:58:00 PM,2016,3,23
7/24/2017 11:13:00 AM,2017,7,24
8/24/2015 12:59:00 PM,2015,8,24
2/25/2017 8:16:00 PM,2017,2,25
5/25/2016 5:30:00 PM,2016,5,25
12/25/2016 8:06:00 AM,2016,12,25
12/25/2017 5:13:00 PM,2017,12,25
1/26/2017 11:49:00 PM,2017,1,26
6/27/2017 6:26:00 AM,2017,6,27
8/27/2016 10:01:00 AM,2016,8,27
2/28/2017 1:52:00 AM,2017,2,28
8/29/2015 1:35:00 AM,2015,8,29
11/29/2016 6:01:00 PM,2016,11,29
8/31/2017 11:25:00 AM,2017,8,31
8/1/2017 7:32:00 PM,2017,8,1
10/1/2016 11:11:00 AM,2016,10,1
3/2/2016 1:51:00 PM,2016,3,2
12/2/2016 12:20:00 PM,2016,12,2
3/3/2015 11:28:00 AM,2015,3,3
3/3/2016 2:38:00 PM,2016,3,3
5/3/2016 5:32:00 PM,2016,5,3
2/4/2016 11:32:00 AM,2016,2,4
5/4/2017 4:51:00 PM,2017,5,4
1/5/2017 9:23:00 PM,2017,1,5
8/5/2016 8:54:00 PM,2016,8,5
11/5/2015 6:55:00 AM,2015,11,5
2/8/2016 2:46:00 AM,2016,2,8
7/8/2017 6:09:00 PM,2017,7,8
10/8/2017 2:58:00 AM,2017,10,8
2/9/2015 4:51:00 AM,2015,2,9
5/9/2015 2:58:00 AM,2015,5,9
5/9/2015 7:47:00 PM,2015,5,9
2/10/2016 12:13:00 PM,2016,2,10
4/10/2015 5:33:00 PM,2015,4,10
1/11/2015 9:32:00 PM,2015,1,11
5/11/2015 3:40:00 AM,2015,5,11
8/11/2017 2:15:00 PM,2017,8,11
12/11/2015 1:58:00 AM,2015,12,11
12/11/2016 3:02:00 AM,2016,12,11
1/12/2015 8:55:00 AM,2015,1,12
5/12/2015 2:53:00 PM,2015,5,12
6/14/2015 2:03:00 AM,2015,6,14
6/14/2015 9:34:00 AM,2015,6,14
1/15/2018 12:28:00 PM,2018,1,15
2/15/2015 8:15:00 PM,2015,2,15
2/15/2016 8:37:00 PM,2016,2,15
10/15/2017 6:17:00 AM,2017,10,15
12/15/2016 8:33:00 PM,2016,12,15
4/16/2015 5:59:00 AM,2015,4,16
5/18/2015 7:46:00 PM,2015,5,18
12/19/2015 2:45:00 PM,2015,12,19
9/20/2017 7:48:00 PM,2017,9,20
5/22/2016 3:24:00 PM,2016,5,22
10/22/2015 5:33:00 AM,2015,10,22
1/23/2017 2:37:00 AM,2017,1,23
10/23/2017 9:41:00 PM,2017,10,23
11/23/2016 10:46:00 AM,2016,11,23
11/24/2015 9:26:00 PM,2015,11,24
8/25/2015 7:17:00 PM,2015,8,25
10/25/2016 11:14:00 AM,2016,10,25
12/25/2016 8:27:00 AM,2016,12,25
8/26/2016 4:40:00 PM,2016,8,26
11/26/2017 12:37:00 AM,2017,11,26
1/28/2017 5:20:00 PM,2017,1,28
10/28/2017 11:31:00 AM,2017,10,28
11/28/2017 8:45:00 AM,2017,11,28
9/29/2016 9:00:00 PM,2016,9,29
12/29/2015 9:34:00 PM,2015,12,29
1/30/2015 12:34:00 AM,2015,1,30
1/30/2018 8:35:00 AM,2018,1,30
10/30/2017 2:19:00 PM,2017,10,30
12/31/2017 4:52:00 PM,2017,12,31
2/1/2017 5:46:00 AM,2017,2,1
6/1/2016 3:29:00 AM,2016,6,1
9/1/2015 3:57:00 PM,2015,9,1
2/2/2015 5:54:00 AM,2015,2,2
4/2/2016 6:59:00 PM,2016,4,2
12/2/2016 1:33:00 PM,2016,12,2
2/3/2017 7:57:00 PM,2017,2,3
5/3/2017 11:25:00 AM,2017,5,3
9/3/2015 11:50:00 PM,2015,9,3
10/3/2016 12:40:00 PM,2016,10,3
10/3/2017 3:40:00 AM,2017,10,3
1/4/2017 5:32:00 PM,2017,1,4
2/5/2017 2:52:00 PM,2017,2,5
5/5/2017 10:27:00 PM,2017,5,5
6/5/2016 7:30:00 PM,2016,6,5
4/6/2017 5:46:00 PM,2017,4,6
6/6/2016 9:26:00 AM,2016,6,6
8/6/2015 11:41:00 PM,2015,8,6
1/7/2016 4:33:00 PM,2016,1,7
1/7/2017 8:25:00 AM,2017,1,7
2/7/2015 11:41:00 PM,2015,2,7
6/7/2015 5:38:00 AM,2015,6,7
6/7/2017 2:00:00 PM,2017,6,7
8/7/2016 9:36:00 PM,2016,8,7
10/7/2016 1:59:00 PM,2016,10,7
12/8/2017 3:03:00 AM,2017,12,8
5/9/2015 8:34:00 AM,2015,5,9
5/10/2017 4:24:00 AM,2017,5,10
3/11/2016 11:44:00 PM,2016,3,11
10/11/2017 9:47:00 AM,2017,10,11
10/11/2017 9:00:00 PM,2017,10,11
11/11/2016 3:31:00 PM,2016,11,11
1/12/2016 3:19:00 AM,2016,1,12
12/12/2015 11:10:00 PM,2015,12,12
8/13/2015 3:43:00 AM,2015,8,13
11/13/2017 11:40:00 AM,2017,11,13
4/14/2016 6:57:00 AM,2016,4,14
4/14/2017 10:18:00 PM,2017,4,14
6/14/2017 9:00:00 PM,2017,6,14
4/15/2015 12:44:00 AM,2015,4,15
6/15/2015 2:40:00 PM,2015,6,15
11/15/2017 11:14:00 PM,2017,11,15
1/16/2016 9:43:00 AM,2016,1,16
3/16/2016 1:24:00 PM,2016,3,16
9/16/2017 6:50:00 PM,2017,9,16
11/16/2015 3:08:00 PM,2015,11,16
12/16/2015 4:46:00 AM,2015,12,16
6/17/2016 1:00:00 AM,2016,6,17
